STT,HÁN TỰ,PINYIN,TỪ LOẠI,HÁN VIỆT,NGHĨA TIẾNG VIỆT,NGHĨA TIẾNG ANH,ÔN TẬP,CHECK,CÂU VÍ DỤ,NGHĨA CÂU
846,吃辣的,chī là de,Động từ,CẬT LẠT ĐÍCH,"ăn cay, ăn đồ cay",Spicy food,吃辣的,TRUE,中国每个地方的人喜欢吃的味道不一样。那四川人来说，一般比较喜欢吃辣的。,"Người dân ở các vùng khác nhau của Trung Quốc có sở thích ăn uống khác nhau. Ví dụ, người dân Tứ Xuyên thường thích đồ ăn cay."
847,更新换代,gēngxīnhuàndài,Thành ngữ,CANH TÂN HOÁN ĐẠI,"đổi mới, thay đổi, cập nhật mới",Upgrades and replacements,更新换代,TRUE,最近几年的变化台的了，就拿手机来说，更新换代太快了。,"Những thay đổi trong những năm gần đây thật đáng kinh ngạc. Lấy điện thoại di động làm ví dụ, tốc độ phát triển công nghệ diễn ra vô cùng nhanh chóng."
848,亲自,qīnzì,Phó từ,THÂN TỰ,"đích thân, tự thân, tự mình + V (làm gì đó)",personally,亲自,TRUE,这个景点和我想象中的完全不一样，百闻不如一见，只有亲自去了才能真正了解它的美丽。,Địa điểm này hoàn toàn khác với những gì tôi tưởng tượng. Trăm nghe không bằng một thấy; bạn chỉ có thể thực sự cảm nhận được vẻ đẹp của nó khi đến tận nơi.
849,景点,jǐngdiǎn,Danh từ,CẢNH ĐIỂM,"thắng cảnh, điểm tham quan, khu du lịch",attractions,景点,TRUE,这个景点和我想象中的完全不一样，百闻不如一见，只有亲自去了才能真正了解它的美丽。,Địa điểm này hoàn toàn khác với những gì tôi tưởng tượng. Trăm nghe không bằng một thấy; bạn chỉ có thể thực sự cảm nhận được vẻ đẹp của nó khi đến tận nơi.
850,著名,zhùmíng,Tính từ,TRỨ DANH,"trứ danh, nổi tiếng, có tiếng (vật, người, địa danh...)",Famous,著名,TRUE,你去过那个著名的旅游景点吗？,Bạn đã từng đến địa điểm du lịch nổi tiếng đó chưa?
851,吸引力,xīyǐnlì,Danh từ,HẤP DẪN LỰC,"sức hút, sức hấp dẫn",attraction,吸引力,TRUE,这部电影的吸引力很大，很多不同年龄的人来看看。,"Sức hút của bộ phim này rất lớn, nhiều người ở nhiều độ tuổi khác nhau tới xem."
852,读者,dúzhě,Danh từ,ĐỘC GIẢ,"độc giả, bạn đọc",reader,读者,TRUE,他的书吸引了许多读者。,Sách của anh ấy đã thu hút được rất nhiều độc giả.
853,推荐,tuījiàn,Động từ,THÔI TIẾN,"đề xuất, đề cử, gợi ý, giới thiệu",recommend,推荐,TRUE,你好，我想买一个沙发，你们有什么推荐吗？,"Chào bạn, tôi muốn mua một chiếc ghế sofa. Bạn có gợi ý nào không?"
854,送货,sònghuò,Động từ,TỐNG HÓA,giao hàng,deliver goods,送货,TRUE,我们为顾客提供免费送货服务，非常方便。受到付款后，我们马上安排送货到你的房子。,"Chúng tôi cung cấp dịch vụ giao hàng miễn phí cho khách hàng, rất tiện lợi. Sau khi nhận được thanh toán, chúng tôi sẽ sắp xếp giao hàng đến nhà bạn ngay lập tức."
855,范围,fànwéi,"Danh từ, Động từ",PHẠM VI,"phạm vi; hạn chế, giới hạn, kiểm soát",scope,范围,TRUE,你刚说的话走出我们今天讨论的范围。,Những gì bạn vừa nói nằm ngoài phạm vi cuộc thảo luận của chúng ta hôm nay.
856,精彩,jīngcǎi,Tính từ,TINH THẢI,"đặc sắc, tuyệt vời, xuất sắc, ngoạn mục (dùng để tán dương)",Wonderful,精彩,TRUE,今晚的电影非常精彩。,Bộ phim tối nay thật tuyệt vời.
857,方案,fāngàn,Danh từ,PHƯƠNG ÁN,"phương án, kế hoạch",plan,方案,TRUE,您可以考虑以下这个方案吗？,Bạn có thể cân nhắc một chút về phương án này không?
858,学者,xuézhě,Danh từ,HỌC GIẢ,học giả,scholar,学者,TRUE,这位学者很优秀，代表我们大学出国外参加国际比赛。,Học sinh này xuất sắc và đã đại diện cho trường đại học của chúng ta tham gia các cuộc thi quốc tế ở nước ngoài.
859,激动,jīdòng,Tính từ,KÍCH ĐỘNG,"cảm động, xúc động, phấn kích",Excited,激动,TRUE,他听这个消息后觉得很激动。,Anh ấy rất vui mừng khi nghe tin này.
860,科学,kēxué,"Danh từ, Tính từ",KHOA HỌC,khoa học (科学研究证明: nghiên cứu khoa học chứng minh rằng...),science,科学,TRUE,科学研究证明，人的心情可以被周围环境影响。比如，下雨时往往让人们觉得又安静又舒服。而，天热的时候，人们很容易地发脾气。,"Nghiên cứu khoa học đã chứng minh rằng tâm trạng của con người có thể bị ảnh hưởng bởi môi trường xung quanh. Ví dụ, mưa thường khiến người ta cảm thấy bình yên và thoải mái. Ngược lại, người ta dễ nổi nóng hơn khi trời nóng."
861,心烦,xīnfán,Tính từ,TÂM PHIỀN,"phiền lòng, buồn phiền; bực mình, buồn bực",Frustrated,心烦,TRUE,有很多事情让我心烦，我不知道现在该干什么。,"Có nhiều chuyện đang làm tôi phiền lòng, và tôi không biết phải làm gì lúc này."
862,高度,gāodù,"Danh từ, Tính từ",CAO ĐỘ,"độ cao, tầm cao; rất cao, mức độ cao",high,高度,TRUE,这座山的高度是两千米以上。,Ngọn núi này cao hơn hai nghìn mét.
863,墙,qiáng,Danh từ,TƯỜNG,"tường, bức tường",wall,墙,TRUE,我把这个图片挂在墙上。,Tôi đã treo bức tranh này lên tường.
864,原有,yuányǒu,Tính từ,NGUYÊN HỮU,"bản gốc, ban đầu, nguyên bản",original,原有,TRUE,原有的计划是什么？,Kế hoạch ban đầu là gì?
865,基础,jīchǔ,Danh từ,CƠ SỞ,"cơ sở, nền tảng, căn bản, nền móng",Base,基础,TRUE,好的经济基础是一个国家主要的发展原因。,Nền tảng kinh tế vững mạnh là lý do chính cho sự phát triển của một quốc gia.
866,真心,zhēnxīn,Danh từ,CHÂN TÂM,"chân thành, thành tâm, lòng thành",sincere,真心,TRUE,他抱歉地很真心。,Anh ấy thực sự tỏ ra hối lỗi.
867,渴望,kěwàng,Động từ,KHÁT VỌNG,"khát vọng, khao khát, mong mỏi",eager,渴望,TRUE,越南年轻人的心里充满发展国家和贡献社会的渴望。,Tuổi trẻ Việt Nam lòng đầy khát khao phát triển đất nước và cống hiến cho xã hội.
868,真爱,zhēn ài,Danh từ,CHÂN ÁI,"chân ái, tình yêu chân thật",True love,真爱,TRUE,他终于找到自己的真爱了。,Cuối cùng anh ấy đã tìm thấy tình yêu đích thực của mình.
869,和平,hépíng,"Danh từ, Tính từ",HÒA BÌNH,hòa bình,Peace,和平,TRUE,和平是一个关键的要素，如果没有它我们不能好好发展。,"Hòa bình là yếu tố then chốt; nếu thiếu hòa bình, chúng ta không thể phát triển một cách đúng đắn."
870,安定,āndìng,"Tính từ, Danh từ, Động từ",AN ĐỊNH,"yên ổn, ổn định, an bình; an thần, sự ổn định; làm yên lòng, ổn định, bình định",stable,安定,TRUE,社会的安定是从每个家庭做到的。,Sự ổn định xã hội được tạo nên bởi mỗi gia đình.
871,安宁,ānníng,"Tính từ, Danh từ",AN NINH,"yên ổn, yên bình, thư thái; sự bình yên",peaceful,安宁,TRUE,我喜欢这个地方的安宁。,Tôi thích sự yên tĩnh của nơi này.
872,自由,zìyóu,"Danh từ, Tính từ",TỰ DO,"tự do, sự tự do",free,自由,TRUE,自由是人类追求的理想。,Tự do là một lý tưởng mà nhân loại luôn theo đuổi.
873,独立,dúlì,"Tính từ, Động từ",ĐỘC LẬP,"riêng, độc lập; đứng sừng sững, độc lập",independent,独立,TRUE,,#VALUE!
874,英雄,yīngxióng,"Danh từ, Tính từ",ANH HÙNG,anh hùng,hero,英雄,TRUE,,#VALUE!
875,豪杰,háojié,Danh từ,HÀO KIỆT,"hào kiệt, người có chí có tài",Heroes,豪杰,TRUE,,#VALUE!
876,壮士,zhuàngshì,Danh từ,TRÁNG SĨ,tráng sĩ,brave warrior,壮士,TRUE,,#VALUE!
877,出众,chūzhòng,Tính từ,XUẤT CHÚNG,"xuất chúng, hơn người",Outstanding,出众,TRUE,,#VALUE!
878,山河,shānhé,Danh từ,SƠN HÀ,"non sông, sơn hà, núi sông, đất nước",Mountains and Rivers,山河,TRUE,,#VALUE!
879,江山,jiāngshān,Danh từ,GIANG SAN,"giang sơn, đất nước, nước non, núi sông",country,江山,TRUE,,#VALUE!
880,战争,zhànzhēng,Danh từ,CHIẾN TRANH,chiến tranh,war,战争,TRUE,,#VALUE!
881,侵略,qīnlüè,Động từ,XÂM LƯỢC,"xâm lược, xâm lăng",aggression,,FALSE,,#VALUE!
882,武器,wǔqì,Danh từ,VŨ KHÍ,vũ khí,arms,武器,TRUE,,#VALUE!
883,先进,xiānjìn,Tính từ,TIÊN TIẾN,tiên tiến,advanced,先进,TRUE,,#VALUE!
884,战士,zhànshì,Danh từ,CHIẾN SĨ,chiến sĩ,warrior,战士,TRUE,,#VALUE!
885,英勇,yīngyǒng,Tính từ,ANH DŨNG,"anh dũng, anh hùng",heroic,英勇,TRUE,,#VALUE!
886,果敢,guǒgǎn,Tính từ,QUẢ CẢM,"quả cảm, dũng cảm",Kokang,果敢,TRUE,,#VALUE!
887,勇猛,yǒngměng,Tính từ,DŨNG MÃNH,"dũng mãnh, hùng dũng",brave,勇猛,TRUE,,#VALUE!
888,伤亡,shāngwáng,Động từ,THƯƠNG VONG,thương vong,casualties,伤亡,TRUE,,#VALUE!
889,牺牲,xīshēng,"Động từ, Danh từ",HY SINH,"hy sinh, sự hy sinh (cả nghĩa đen ""chết"" và nghĩa bóng ""từ bỏ thứ gì đó của mình để làm gì đó khiến ai hạnh phúc"")",sacrifice,牺牲,TRUE,,#VALUE!
890,死亡,sǐwáng,"Động từ, Danh từ",TỬ VONG,"tử vong, chết; cái chết",die,死亡,TRUE,,#VALUE!
891,战斗,zhàndòu,"Động từ, Danh từ",CHIẾN ĐẤU,"chiến đấu, đánh nhau; trận chiến",fighting,战斗,TRUE,,#VALUE!
892,斗争,dòuzhēng,"Động từ, Danh từ",ĐẤU TRANH,"đấu tranh, đấu nhau, phấn đấu; cuộc đấu tranh",struggle,斗争,TRUE,,#VALUE!
893,正义,zhèngyì,"Danh từ, Tính từ",CHÍNH NGHĨA,"chính nghĩa; công chính, chính nghĩa",justice,正义,TRUE,,#VALUE!
894,公理,gōnglǐ,Danh từ,CÔNG LÝ,công lý,axiom,公理,TRUE,,#VALUE!
895,敌人,dírén,Danh từ,ĐỊCH NHÂN,"quân địch, kẻ địch, kẻ thù",enemy,敌人,TRUE,,#VALUE!
896,反抗,fǎnkàng,Động từ,PHẢN KHÁNG,"phản kháng, chống lại",resistance,反抗,TRUE,,#VALUE!
897,起义,qǐyì,"Động từ, Danh từ",KHỞI NGHĨA,"khởi nghĩa, cuộc khởi nghĩa",uprising,起义,TRUE,,#VALUE!
898,酷烈,kùliè,Tính từ,KHỐC LIỆT,"khốc liệt, tàn khốc, ác liệt",Cruel,酷烈,TRUE,,#VALUE!
899,激烈,jīliè,Tính từ,KÍCH LIỆT,"gay go, dữ dội, kịch liệt, quyết liệt, sôi nổi",fierce,激烈,TRUE,,#VALUE!
900,爱国,àiguó,Động từ,ÁI QUỐC,"yêu nước, ái quốc",patriotic,爱国,TRUE,,#VALUE!
901,才德,cái dé,Danh từ,TÀI ĐỨC,tài đức,Talent and Virtue,才德,TRUE,,#VALUE!
902,祖国,zǔguó,Danh từ,TỔ QUỐC,"tổ quốc, đất nước, quê hương",motherland,祖国,TRUE,,#VALUE!
903,人民,rénmín,Danh từ,NHÂN DÂN,nhân dân,people,人民,TRUE,,#VALUE!
904,团结,tuánjié,"Tính từ, Động từ",ĐOÀN KẾT,đoàn kết,Unity,团结,TRUE,,#VALUE!
905,战胜,zhànshèng,Động từ,CHIẾN THẮNG,"chiến thắng, thắng lợi, thắng trận",Victory,战胜,TRUE,,#VALUE!
906,对手,duìshǒu,Danh từ,ĐỐI THỦ,đối thủ,opponent,对手,TRUE,,#VALUE!
907,贡献,gòngxiàn,"Động từ, Danh từ",CỐNG HIẾN,"cống hiến, góp phần; sự cống hiến, sự đóng góp",contribute,贡献,TRUE,,#VALUE!
908,决心,juéxīn,"Danh từ, Động từ",QUYẾT TÂM,"lòng quyết tâm, sự quyết tâm; quyết tâm",determination,决心,TRUE,,#VALUE!
909,愿意,yuànyì,Động từ,NGUYỆN Ý,"sẵn lòng, bằng lòng, nguyện, bằng lòng",willing,愿意,TRUE,,#VALUE!
910,民主,mínzhǔ,"Danh từ, Tính từ",DÂN CHỦ,dân chủ,democracy,民主,TRUE,,#VALUE!
911,公平,gōngpíng,Tính từ,CÔNG BÌNH,"công bình, công bằng",fair,公平,TRUE,,#VALUE!
912,平等,píngděng,Tính từ,BÌNH ĐẲNG,"bình đẳng, công bằng",equality,平等,TRUE,,#VALUE!
913,文明,wénmíng,"Tính từ, Danh từ",VĂN MINH,"văn minh, lịch sự, có văn hóa; nền văn minh",civilization,文明,TRUE,,#VALUE!
914,功夫,gōngfu,Danh từ,CÔNG PHU,"võ thuật, Kungfu; bản lĩnh, trình độ (học vấn); thời gian; công sức, nỗ lực",effort,功夫,TRUE,李小龙是一位功夫大师。,Bruce Lee là một bậc thầy võ thuật.
915,技能,jìnéng,Danh từ,KỸ NĂNG,kỹ năng,Skill,技能,TRUE,,#VALUE!
916,技术,jìshù,Danh từ,KỸ THUẬT,"công nghệ, kỹ thuật",technology,技术,TRUE,我们国家非常重视发展科学技术。,Đất nước chúng ta rất coi trọng sự phát triển của khoa học và công nghệ.
917,全部,quánbù,"Danh từ, Phó từ",TOÀN BỘ,"toàn bộ, tất cả; hết thảy, tất cả",all,全部,TRUE,我完成了全部工作。,Tôi đã hoàn thành tất cả công việc.
918,叶子,yèzi,Danh từ,DIỆP TỬ,lá cây (一片叶子 /yípiànyèzi/: một chiếc lá),leaf,叶子,TRUE,秋天来的时候，树上的叶子变黄了。然后掉在地上使树上一片叶子都没有了。,"Khi mùa thu đến, lá trên cây chuyển sang màu vàng. Sau đó, chúng rụng xuống đất, để lại những cây trơ trụi."
919,椰子,yēzi,Danh từ,GIA TỬ,cây dừa (lượng từ: 个、棵、片),coconut,椰子,TRUE,,#VALUE!
920,刀,dāo,Danh từ,ĐAO,"đao, dao",knife,刀,TRUE,,#VALUE!
921,勺子,sháozi,Danh từ,THƯỢC TỬ,"cãi muỗng, cái thìa",spoon,勺子,TRUE,,#VALUE!
922,倒,dǎo,Động từ,ĐẢO,"đổ, ngã",fall,倒,TRUE,,#VALUE!
923,摔倒,shuāidǎo,Động từ,SUẤT ĐẢO,"ngã, té ngã, ngã nhào",fall,摔倒,TRUE,,#VALUE!
924,酸,suān,Tính từ,TOAN,chua,acid,酸,TRUE,,#VALUE!
925,甜,tián,Tính từ,ĐIỀM,ngọt,sweet,甜,TRUE,,#VALUE!
926,苦,kǔ,"Tính từ, Danh từ",KHỔ,"đắng; khổ, đau khổ",bitter,苦,TRUE,,#VALUE!
927,辣,là,Tính từ,LẠT,cay,hot,辣,TRUE,,#VALUE!
928,咸,xián,Tính từ,HÀM,mặn,salty,咸,TRUE,,#VALUE!
929,酸奶,suānnǎi,Danh từ,TOAN NÃI,sữa chua (lượng từ: 盒: hộp),yogurt,酸奶,TRUE,,#VALUE!
930,苦瓜,kǔguā,Danh từ,KHỔ QUA,"khổ qua, mướp đắng",Momordica charantia,苦瓜,TRUE,,#VALUE!
931,吃苦,chīkǔ,"Động từ, Động từ ly hợp",CẬT KHỔ,"chịu khổ, chịu gian khó, chịu gian khổ",Endure hardship,吃苦,TRUE,他的家庭的条件很好，他从小没有吃过什么苦。,"Điều kiện gia đình anh ấy rất khá giả, từ nhỏ anh ấy chưa bao giờ chịu cực khổ gì."
932,盐,yán,Danh từ,DIÊM,"muối, muối ăn",Salt,盐,TRUE,,#VALUE!
933,糖,táng,Danh từ,ĐƯỜNG,"đường, đường ăn; kẹo, viên kẹo (一块儿糖)",sugar,糖,TRUE,,#VALUE!
934,汤,tāng,Danh từ,THANG,canh (lưu ý: 喝汤 - ăn canh),Soup,汤,TRUE,,#VALUE!
935,躺,tǎng,Động từ,THẢNG,nằm,lie,躺,TRUE,,#VALUE!
936,趟,tàng,Lượng từ,THẢNG,"lần, chuyến, chuyến đi",trip,趟,TRUE,,#VALUE!
937,礼拜天,lǐbàitiān,Danh từ,LỄ BÁI THIÊN,"chủ nhật, ngày chủ nhật = 星期天",Sunday,礼拜天,TRUE,,#VALUE!
938,礼拜,lǐbài,Danh từ,LỄ BÁI,"tuần (礼拜一 :thứ Hai,  一个礼拜: 1 tuần)",worship,礼拜,TRUE,,#VALUE!
939,权力,quánlì,Danh từ,QUYỀN LỰC,"quyền lực, quyền hạn",that power,权力,TRUE,,#VALUE!
940,权利,quánlì,Danh từ,QUYỀN LỢI,"quyền lợi, quyền, lợi ích",right,权利,TRUE,,#VALUE!
941,消防员,xiāofángyuán,Danh từ,TIÊU PHÒNG VIÊN,lính cứu hỏa,firefighters,消防员,TRUE,,#VALUE!
942,罪犯,zuìfàn,Danh từ,TỘI PHẠM,"tội phạm, kẻ phạm tội",criminal,罪犯,TRUE,,#VALUE!
943,犯罪,fànzuì,Động từ,PHẠM TỘI,"phạm tội, gây tội",crime,犯罪,TRUE,,#VALUE!
944,利润,lìrùn,Danh từ,LỢI NHUẬN,"lợi nhuận, lãi",profit,利润,TRUE,,#VALUE!
945,存在,cúnzài,"Động từ, Danh từ",TỒN TẠI,"tồn tại, còn; vật chất, sự tồn tại (một phạm trù triết học chỉ thế giới thực tại khách quan)",exist,存在,TRUE,,#VALUE!
946,难受,nánshòu,Tính từ,NAN THỤ,khó chịu; đau lòng,It's uncomfortable,难受,TRUE,,#VALUE!
947,美味,měiwèi,Danh từ,MỸ VỊ,"mỹ vị, món ăn ngon (lượng từ:  顿: /dùn/)",tasty,美味,TRUE,,#VALUE!
